FOG	HOG	Parent	rgm	sai	spo	ncr	tre	ang	lst	yli	arx	nfu	aru	pta	ppa	kcp	car	opm	dbx	pme	pku	bin	mbi	mgu	dha	pic	spa	wan	cut	hva	kla	lth	zro	sce	vpo
FOG00037	HOG00024	paralog:FOG00036	rgm|A0A194S879	sai|UPI000618E920	spo|Q10353	ncr|Q7S8U9	tre|G0RA92	ang|A2QNU1	lst|A0A1E3QB45	yli|Q6CF69	arx|A0A060TAT6	nfu|A0A1E3PEA3;nfu|A0A1E3PLW7	aru|A0A1D2VDC0	pta|A0A1E4TZX3	ppa|C4R1X2	kcp|W6MU10	car|A0A1E4SYX7	opm|W1QIK6	dbx|Dekbr2_7703	pme|A0A1E3NFL7	pku|A0A099P4M5	bin|A0A1E3QV03	mbi|A0A1A0H638	mgu|A5DGW2	dha|Q6BH34	pic|A3LSX2	spa|G3ASM5	wan|A0A1E3NXR4	cut|A0A1E4RTX3	hva|A0A1B7T8L9	kla|Q6CNW3	lth|C5DCF4	zro|C5DQF4	sce|Q07915	vpo|A7TJ66
FOG00038	HOG00024	ohnolog?:FOG00037																																	vpo|A7TSR7
FOG00039	HOG00025		rgm|A0A0P9EJ29	sai|UPI0008677C31	spo|O74391;spo|Q10330	ncr|Q7SBS9	tre|G0RJ56	ang|A2R9Q4	lst|A0A1E3Q6J1	yli|Q6C0E1	arx|A0A060TJ14	nfu|A0A1E3PIY3	aru|A0A1D2VKC3	pta|A0A1E4U2J7	ppa|C4R910	kcp|W6MSM1	car|A0A1E4T0D3	opm|W1QK59	dbx|Dekbr2_19714	pme|A0A1E3NFK4	pku|A0A099P8P7	bin|A0A1E3QSC0	mbi|A0A1A0H5W0	mgu|A5DH73	dha|Q6BQH8	pic|A3LV58	spa|G3AU38	wan|A0A1E3NYL1	cut|A0A1E4S792	hva|A0A1B7TI20	kla|P48045	lth|C5DJT1	zro|C5DSS9	sce|P04456	vpo|A7TLE0
FOG00040	HOG00026			sai|UPI000866E172	spo|P78946	ncr|Q1K4V7	tre|G0RSH4	ang|A2QXI7	lst|A0A1E3QHR9	yli|Q6C540	arx|A0A060T8V6	nfu|A0A1E3PJH5	aru|A0A1D2VKJ3	pta|A0A1E4TSF8	ppa|C4R7C6	kcp|W6MML6	car|A0A1E4SUQ7	opm|W1QAY9	dbx|Dekbr2_64651	pme|A0A1E3NFQ4	pku|A0A099P6W2	bin|A0A1E3QI68	mbi|A0A1A0H8J9	mgu|A5DD06	dha|Q6BVK0	pic|A3LR81	spa|G3AF63	wan|A0A1E3NVG1	cut|A0A1E4S8T8	hva|A0A1B7TAT7	kla|Q6CW97	lth|C5DNK0	zro|C5DNY3	sce|P05743;sce|P53221	vpo|A7TP13
FOG00041	HOG00027		rgm|A0A194SAJ0	sai|UPI0008669B17	spo|O14388;spo|O74538	ncr|Q1K580	tre|G0RJN2	ang|A2RB04	lst|A0A1E3Q303	yli|Q6CFL3	arx|A0A060T421	nfu|A0A1E3PGV8;nfu|A0A1E3PKN2	aru|A0A1D2VF81	pta|A0A1E4TZ39	ppa|ppa_AYbRAH_00008	kcp|W6MU64		opm|W1QEQ2	dbx|Dekbr2_60947	pme|A0A1E3NUK9		bin|A0A1E3QVP4	mbi|A0A1A0H583	mgu|A5DHJ3	dha|Q6BIK9	pic|A3GHY7	spa|G3AND1	wan|A0A1E3NVD6;wan|A0A1E3P7A0	cut|A0A1E4RVK3;cut|A0A1E4S6X2		kla|Q6CPN9	lth|C5DM23	zro|C5DT95	sce|P0C2H6;sce|P0C2H7	vpo|A7TDQ8
FOG00042	HOG00028		rgm|A0A194S862	sai|UPI0008679779	spo|P36585;spo|P57728	ncr|P08978	tre|G0RK57	ang|A2QY21	lst|A0A1E3Q813	yli|Q6CDU7	arx|A0A060T8D1	nfu|A0A1E3PJS9	aru|A0A1D2VMV9	pta|A0A1E4TWQ1	ppa|C4R1K3	kcp|W6MIU1	car|A0A1E4SYF1	opm|W1QBC3	dbx|Dekbr2_41204	pme|A0A1E3NPV8	pku|A0A099P041	bin|A0A1E3QIL8	mbi|A0A1A0HHK7	mgu|A5DF40	dha|Q6BY35	pic|A3LQV9	spa|G3AI46	wan|A0A1E3NYS7	cut|A0A1E4S006	hva|A0A1B7T7X4	kla|F2Z696	lth|C5E2K3	zro|C5E1K3	sce|P02406	vpo|A7TEB8
FOG00043	HOG00028		rgm|A0A194S3X9	sai|UPI000866AC0D	spo|O14147	ncr|A7UXD4	tre|G0RK56	ang|A2QY22	lst|A0A1E3Q515	yli|Q6CAX3	arx|A0A060TDE4	nfu|A0A1E3PRD8	aru|A0A1D2VHT6	pta|A0A1E4TXA3	ppa|C4R541	kcp|W6MFH5	car|A0A1E4SXI8	opm|W1QF56	dbx|Dekbr2_50424	pme|A0A1E3NPM3	pku|A0A099P0H8	bin|A0A1E3QQ98		mgu|A5DNW6	dha|Q6BZD9	pic|A3LN13	spa|G3AK80	wan|A0A1E3P8E5	cut|A0A1E4S246	hva|A0A1B7TB12	kla|Q6CIF0	lth|C5DBG3	zro|C5DXD4	sce|P22516	vpo|A7TTL0
FOG00044	HOG00029			sai|UPI0008673F82	spo|Q92366	ncr|Q7RZP9	tre|G0RX00	ang|A2Q8M9	lst|A0A1E3QGJ9	yli|Q6C2F1	arx|A0A060SYQ4	nfu|A0A1E3PRV0	aru|A0A1D2VFA8	pta|A0A1E4TT34	ppa|C4R7P3	kcp|W6MMX1	car|A0A1E4T2D5	opm|opm_AYbRAH_00197	dbx|Dekbr2_26336	pme|A0A1E3NPR2	pku|A0A099NXU3	bin|A0A1E3QL37	mbi|A0A1A0HC77	mgu|A5DGD1	dha|Q6BW08	pic|A3GFN8	spa|G3AGC7	wan|A0A1E3PA04	cut|A0A1E4RW14	hva|A0A1B7T7K2	kla|Q6CQM1	lth|C5DHJ0	zro|zro_AYbRAH_00088	sce|P05747	vpo|A7TQR1
FOG00045	HOG00030		rgm|A0A194S1B8	sai|UPI0008671FA9	spo|P52808;spo|Q9UTP0	ncr|Q7S7F1	tre|G0RTA0	ang|A2QZG7	lst|A0A1E3QAP9	yli|Q6C4U7	arx|A0A060TAA9	nfu|A0A1E3PIZ9;nfu|A0A1E3PNY5	aru|A0A1D2VQI1	pta|A0A1E4TZQ7	ppa|C4QZL4	kcp|W6MLB8		opm|W1Q983	dbx|Dekbr2_22953	pme|A0A1E3NK09	pku|A0A099P157	bin|A0A1E3QIC7	mbi|A0A1A0H5M4	mgu|A5DHP7	dha|Q6BNC3	pic|A3LS70	spa|G3AE09	wan|A0A1E3P658	cut|A0A1E4S4M7	hva|A0A1B7TIQ2	kla|P38664	lth|C5E308	zro|C5E040	sce|P14120	vpo|A7TNH6
FOG00046	HOG00031		rgm|A0A194S4A1	sai|UPI000618E35F	spo|Q9URX6	ncr|Q7RW15	tre|G0RK28	ang|A2QSB9	lst|A0A1E3Q0X6	yli|Q6C4Q8	arx|A0A060T1L3	nfu|A0A1E3PLM1	aru|A0A1D2VQF3	pta|A0A1E4TSG5	ppa|C4R731	kcp|W6MGM8	car|A0A1E4SXT3	opm|W1QGJ5	dbx|Dekbr2_49859	pme|A0A1E3NTH6	pku|A0A099NY31	bin|A0A1E3QZ15	mbi|A0A1A0HF61	mgu|A5DBR4	dha|Q6BS72	pic|A3LUJ7	spa|G3ALD9	wan|A0A1E3PB55	cut|A0A1E4S295	hva|A0A1B7TJM8	kla|Q6CWM6	lth|C5DFG2	zro|C5DS08	sce|P0C2H8;sce|P0C2H9	vpo|A7TE34;vpo|A7TGE1
FOG00047	HOG00033		rgm|A0A194SB09	sai|UPI0008681188	spo|O42935;spo|P79015	ncr|Q7RXY1	tre|G0REJ0	ang|A2R659	lst|A0A1E3QCF3	yli|Q6C406	arx|A0A060T322	nfu|A0A1E3PQT2	aru|A0A1D2VM70	pta|A0A1E4TZM6	ppa|C4R6D3	kcp|W6MJK3	car|A0A1E4T8S2	opm|W1QKQ5	dbx|Dekbr2_25187	pme|A0A1E3NI86	pku|A0A099NYF4	bin|A0A1E3QZ55	mbi|A0A1A0HI31	mgu|mgu_AYbRAH_00133	dha|Q6BLL7	pic|A3LV31	spa|G3AU12	wan|A0A1E3NXC6	cut|A0A1E4S7E6	hva|A0A1B7T8M3	kla|Q6CP82	lth|C5DE33	zro|C5DQZ0	sce|P38061	vpo|A7TDV7
FOG00048	HOG00034		rgm|A0A194S127	sai|UPI000866D4C9	spo|Q9USG6;spo|Q9USX4	ncr|Q7S156	tre|G0RDP8	ang|A2QES9	lst|A0A1E3PWV7	yli|Q6BZR8;yli|Q6C3V0	arx|A0A060T7W6	nfu|A0A1E3PFD6;nfu|A0A1E3PGJ8;nfu|A0A1E3PH13	aru|A0A1D2VEX6	pta|A0A1E4TW13	ppa|C4QXY6	kcp|W6MJN9	car|A0A1E4T4S5	opm|W1QCT5		pme|A0A1E3NQ30	pku|A0A099NV50	bin|A0A1E3QIV8	mbi|A0A1A0HD13	mgu|A5DCI4	dha|Q6BTT5	pic|A3LT51	spa|G3AM84	wan|A0A1E3PC45		hva|A0A1B7TH03	kla|Q6CRP7	lth|C5DEY4	zro|C5DXQ2	sce|P05744;sce|P41056	vpo|A7TKP6
FOG00049	HOG00035		rgm|A0A194S7D8	sai|UPI00086691B9	spo|O42846;spo|Q9URT8	ncr|Q7RVY8	tre|G0REU7	ang|A5AAU3	lst|A0A1E3Q394	yli|Q6CD02	arx|A0A060TG12	nfu|A0A1E3PDV9	aru|A0A1D2VA50	pta|A0A1E4TPF2	ppa|C4QXV1	kcp|W6MG82	car|A0A1E4T1M3;car|A0A1E4T8I2	opm|W1Q7K4	dbx|Dekbr2_66704	pme|A0A1E3NDE4	pku|A0A099NVR7;pku|A0A099NVS2	bin|A0A1E3QZK5	mbi|A0A1A0H709	mgu|mgu_AYbRAH_00092	dha|Q6BKE0;dha|Q6BRR6	pic|A3GFL2	spa|G3AG99	wan|A0A1E3P8C7	cut|A0A1E4S234;cut|A0A1E4S533	hva|A0A1B7T7Q9	kla|Q6CU17	lth|C5DBP0	zro|C5DWR1	sce|P40525;sce|P87262	vpo|A7TJ09
FOG00050	HOG00035	ohnolog?:FOG00049																																	vpo|A7TPE8
FOG00051	HOG00036		rgm|A0A194S2H2	sai|UPI000866CA32	spo|O74904	ncr|A7UW39	tre|G0RCJ3	ang|A2QQG7	lst|A0A1E3QDA6	yli|Q6CHD7	arx|A0A060T8K4	nfu|A0A1E3PLP2	aru|A0A1D2VF58	pta|A0A1E4TQ00	ppa|C4QWQ6	kcp|W6MS95	car|A0A1E4T3X4	opm|W1QI81	dbx|Dekbr2_5368	pme|A0A1E3NM85	pku|A0A099P0Z9	bin|A0A1E3QLN3	mbi|A0A1A0HJB9	mgu|mgu_AYbRAH_00157	dha|Q6BW51	pic|A3LZR7	spa|G3AQ70	wan|A0A1E3P0N6	cut|A0A1E4S9Y9	hva|A0A1B7TBP0	kla|Q6CL71	lth|C5E254	zro|C5DXK1	sce|P0CX84;sce|P0CX85	vpo|A7TPC5
FOG00052	HOG00037		rgm|A0A0P9ESW7	sai|UPI00086708D6	spo|O94658;spo|Q92365	ncr|Q7SEP1	tre|G0RDR4;tre|tre_AYbRAH_00493	ang|A2QI04	lst|A0A1E3Q7I6	yli|B5FVF9	arx|A0A060TFI8	nfu|A0A1E3PL57	aru|A0A1D2V895	pta|A0A1E4TR02	ppa|C4QZ92	kcp|W6MX63		opm|W1QL82	dbx|Dekbr2_21515	pme|A0A1E3NMV4	pku|A0A099NT04;pku|A0A099NT15	bin|A0A1E3QZF7	mbi|A0A1A0HI94	mgu|mgu_AYbRAH_00313	dha|Q6BSR4	pic|A3LRS0	spa|G3ALF8	wan|A0A1E3NYG1	cut|A0A1E4S6S6	hva|A0A1B7T9K3	kla|Q6CR18	lth|C5E270	zro|C5DT69	sce|O14455;sce|P05745	vpo|A7TDN0;vpo|A7TK19
FOG00053	HOG00038		rgm|A0A194S1T3	sai|UPI000867D395	spo|P05733;spo|P59289	ncr|V5IQ48	tre|G0RAL6	ang|A2QXN2	lst|A0A1E3PW52	yli|Q6C7E6	arx|A0A060T3F3	nfu|A0A1E3PCH3	aru|A0A1D2VQH8	pta|A0A1E4U1X9	ppa|C4QWU1	kcp|kcp_AYbRAH_00050	car|A0A1E4SX13	opm|W1QH86	dbx|Dekbr2_65387	pme|A0A1E3NRQ4	pku|pku_AYbRAH_00102	bin|A0A1E3QRF4	mbi|A0A1A0HG43	mgu|A5DJ58	dha|Q6BPF6	pic|A3LNK5	spa|G3AFY6	wan|A0A1E3P7S3	cut|A0A1E4S6F1	hva|A0A1B7TCJ5	kla|Q6CUW0	lth|C5DK55	zro|C5DZ04	sce|P49166;sce|P51402	vpo|A7TF90
FOG00054	HOG00039			sai|UPI00086697C1	spo|Q09900;spo|Q9USR7	ncr|Q9C2B9	tre|G0RGP3	ang|A2QI48	lst|A0A1E3Q0P0	yli|Q6CF08	arx|A0A060TIU8		aru|A0A1D2VAV9	pta|A0A1E4U251	ppa|C4QYD7	kcp|W6MX27	car|A0A1E4SVI9	opm|W1Q9B0	dbx|Dekbr2_124317	pme|A0A1E3NI04	pku|A0A099P5B6	bin|A0A1E3QJ20	mbi|A0A1A0HGZ4	mgu|A5DFN8	dha|Q6BYT4	pic|A3LMZ0	spa|G3AKB2	wan|A0A1E3P9Q4			kla|Q6CSS8	lth|C5DI03	zro|C5E0A1	sce|P49167	vpo|A7TK99
FOG00055	HOG00040		rgm|A0A0P9IU00	sai|UPI000866B82F	spo|P05767	ncr|Q7S2X9	tre|G0R7Q2			yli|B5FVE0	arx|A0A060T836	nfu|A0A1E3PE05;nfu|A0A1E3PRN0	aru|A0A1D2VHR5	pta|A0A1E4TNM5	ppa|C4R0T9	kcp|kcp_AYbRAH_00038	car|A0A1E4T4M5	opm|opm_AYbRAH_00189		pme|A0A1E3NHF1	pku|pku_AYbRAH_00152;pku|pku_AYbRAH_00203	bin|A0A1E3QWI0	mbi|A0A1A0HC76	mgu|mgu_AYbRAH_00161	dha|Q6BHV8	pic|A3LQI9	spa|G3AT84	wan|A0A1E3PBM0	cut|A0A1E4RWT5	hva|A0A1B7TJ34	kla|Q6CW22		zro|zro_AYbRAH_00091	sce|P04650	vpo|A7TGS9
FOG00056	HOG00041		rgm|A0A0P9GWN4	sai|UPI000866C890;sai|UPI00086729F7	spo|P0CH06;spo|P0CH07	ncr|P0C224	tre|G0RKY4	ang|A2Q831	lst|A0A1E3PW99	yli|Q6C2D7	arx|A0A060SZM2	nfu|A0A1E3PF69			ppa|C4R0U2	kcp|W6MGP7		opm|W1Q8E8	dbx|Dekbr2_40041	pme|A0A1E3NR22			mbi|A0A1A0H979	mgu|A5DD83	dha|Q6BNV3		spa|G3ASW1			hva|A0A1B7T9W3	kla|F2Z6I9	lth|C5DH37	zro|C5DZR6	sce|P0CH08;sce|P0CH09	vpo|A7TIT6
FOG00057	HOG00041		rgm|A0A194S564	sai|UPI000867E95F	spo|P0C016;spo|P0C8R3	ncr|P14799	tre|G0RUB4	ang|A5AA93	lst|A0A1E3PZ45	yli|Q6C290	arx|A0A060TD73	nfu|A0A1E3PSR8	aru|A0A1D2VD35	pta|A0A1E4U1M2	ppa|C4R5D4	kcp|W6MM66	car|A0A1E4T254	opm|W1QLS6	dbx|Dekbr2_43543	pme|A0A1E3NH88	pku|A0A099NWJ1	bin|bin_AYbRAH_00007	mbi|A0A1A0HCJ0	mgu|A5DMH5	dha|Q6BHS8	pic|A3LZL7		wan|A0A1E3NVE6	cut|A0A1E4RWB4		kla|P69061	lth|C5DKZ5	zro|C5DSY8	sce|P05759	vpo|A7TLH7;vpo|A7TMS5
FOG00058	HOG00041		rgm|A0A0P9IS28	sai|UPI000868195A	spo|P0CG72	ncr|P0CG70	tre|G0RNS8	ang|A2QJB9	lst|A0A1E3PTU8	yli|Q6C5D4	arx|A0A060T7Q5		aru|A0A1D2VGP2	pta|A0A1E4U345	ppa|C4R8V1	kcp|W6MRE5	car|A0A1E4T3A8	opm|W1Q8J4						mgu|A5DG43	dha|Q6BMT3	pic|A3LZJ4	spa|G3ARX8	wan|A0A1E3P1U0			kla|P0CG75	lth|C5DHN8	zro|C5DZW9	sce|P0CG63	vpo|A7TNK8
FOG00059	HOG00041		rgm|A0A0P9IUI3	sai|UPI000866FF7A	spo|O14399	ncr|Q7SEN5	tre|G0RPX7	ang|A2QKN1	lst|A0A1E3Q649	yli|B5RSL8	arx|A0A060T090	nfu|A0A1E3PRS2	aru|A0A1D2VEC8	pta|A0A1E4TVD7		kcp|W6MIE3	car|A0A1E4T6Z2	opm|W1QBQ6	dbx|Dekbr2_45430	pme|A0A1E3NF91	pku|A0A099NXI2	bin|A0A1E3QUL0	mbi|A0A1A0H7J1	mgu|A5DGP4	dha|Q6BSP6	pic|A3GHC6	spa|G3AQK6	wan|A0A1E3P920	cut|A0A1E4S652		kla|Q6CJK3	lth|C5DMY0	zro|C5DVE2	sce|Q03919	vpo|A7TEL0
FOG00060	HOG00041			sai|UPI000618EACE		ncr|Q7S8M8	tre|G0RBL1	ang|ang_AYbRAH_00090	lst|A0A1E3PYY5		arx|A0A060T2E8	nfu|A0A1E3PHR8	aru|A0A1D2VHD4	pta|A0A1E4TNH4	ppa|C4R8A3	kcp|W6MPB4	car|A0A1E4T2W3	opm|W1Q817	dbx|Dekbr2_25546	pme|A0A1E3NUZ1	pku|A0A099NSI0;pku|A0A099P600	bin|A0A1E3QNF6	mbi|A0A1A0HA80	mgu|A5DFG1	dha|Q6BYG8	pic|A3LXG4	spa|G3AFJ9	wan|A0A1E3NUD4	cut|A0A1E4S8K9		kla|Q6CR88	lth|C5DCV7	zro|C5DZL6	sce|P53899	vpo|A7TQM3
FOG00061	HOG00041		rgm|A0A194S7J9		spo|O94338	ncr|Q1K6M9	tre|G0RM45		lst|A0A1E3QBM3	yli|Q6CI70	arx|A0A060T5V4		aru|A0A1D2V881	pta|A0A1E4TVR2	ppa|C4QV59	kcp|W6MGU9	car|A0A1E4T943	opm|W1QAF2	dbx|Dekbr2_23270	pme|A0A1E3NR76		bin|A0A1E3QTX6	mbi|A0A1A0HE48	mgu|A5DQI6	dha|Q6BQA2	pic|A3LUM9	spa|G3AMB7				kla|Q6CJS9	lth|C5DJK9	zro|C5DSC8	sce|Q08422	vpo|A7TQ05;vpo|A7TT03
FOG00062	HOG00041			sai|UPI0008680AF4	spo|Q9UST5	ncr|V5IP20;ncr|V5IPJ1		ang|A2Q832	lst|A0A1E3QBN3	yli|Q6CDK6	arx|A0A060T6W4	nfu|A0A1E3PCZ2	aru|A0A1D2VQ02		ppa|C4R7E8	kcp|W6MX65	car|car_AYbRAH_00060	opm|W1QF65	dbx|Dekbr2_63665	pme|A0A1E3NEP1	pku|A0A099NY44	bin|A0A1E3QUY6	mbi|A0A1A0HHG8	mgu|A5DIA6	dha|Q6BJB2	pic|A3LNE2	spa|G3AMC5	wan|A0A1E3P3N4	cut|cut_AYbRAH_00012	hva|A0A1B7TJM1	kla|Q6CJX8	lth|C5DCK6	zro|C5DRS6	sce|P40992	vpo|A7TN45
FOG00063	HOG00041		rgm|rgm_AYbRAH_00386			ncr|V5INI1			lst|lst_AYbRAH_00167				aru|aru_AYbRAH_00084	pta|pta_AYbRAH_00100			car|car_AYbRAH_00008			pme|pme_AYbRAH_00064	pku|pku_AYbRAH_00089	bin|bin_AYbRAH_00102						wan|wan_AYbRAH_00063	cut|cut_AYbRAH_00095	hva|hva_AYbRAH_00056					
FOG00064	HOG00042																																	sce|P0CX86	
FOG00065	HOG00043																																	sce|P0CX87	
FOG00066	HOG00044		rgm|A0A194S324	sai|UPI000866F146	spo|Q9UTI8	ncr|Q7RVK8	tre|G0RM12	ang|A2QKM9	lst|A0A1E3QI89	yli|Q6CFS7	arx|A0A060T447	nfu|A0A1E3PK20	aru|A0A1D2VN13	pta|A0A1E4U036	ppa|C4R3T7		car|A0A1E4T6V4	opm|W1QD51	dbx|Dekbr2_46739	pme|A0A1E3NHR9	pku|A0A099P4T0	bin|A0A1E3QXE8	mbi|A0A1A0H5T5	mgu|P31866	dha|Q6BLK0	pic|A3LQA4	spa|G3ATI4	wan|A0A1E3PAA8	cut|A0A1E4RXX2	hva|A0A1B7TBI0	kla|P31027	lth|C5DCX0	zro|C5DZK5	sce|P0CX27;sce|P0CX28	vpo|A7TN03
FOG00067	HOG00045		rgm|A0A194SBT4	sai|UPI00086765B4	spo|O94686;spo|Q9HGL8	ncr|Q7S1Z1	tre|G0R7C9	ang|A2QK12	lst|A0A1E3Q5F1	yli|Q6C3I3	arx|A0A060TH74	nfu|A0A1E3PDX8;nfu|A0A1E3PSU2	aru|A0A1D2VMF2	pta|A0A1E4TQ93	ppa|C4R487	kcp|W6MIP7	car|A0A1E4T080	opm|W1Q6Z1	dbx|Dekbr2_13100			bin|A0A1E3QUG7	mbi|A0A1A0HHE1	mgu|mgu_AYbRAH_00303	dha|Q6BGR3	pic|A3LVS4	spa|G3AS93	wan|A0A1E3P349	cut|A0A1E4RUM9	hva|A0A1B7TK68	kla|Q6CPC5	lth|C5DM43	zro|C5E128	sce|P0CX25;sce|P0CX26	vpo|A7TG69
FOG00068	HOG00046		rgm|A0A194S3U1	sai|sai_AYbRAH_00142	spo|O74864	ncr|Q96TJ5	tre|G0RFG1	ang|A2Q8G3	lst|A0A1E3QDP6	yli|Q6CEP2	arx|A0A060T5H9	nfu|A0A1E3PRK0	aru|A0A1D2VPN0	pta|A0A1E4TXH0	ppa|C4QV50	kcp|W6MWH3	car|A0A1E4STP8	opm|W1QLU9	dbx|Dekbr2_21284	pme|A0A1E3NPS2	pku|A0A099P603	bin|A0A1E3QWM9	mbi|A0A1A0HHS3	mgu|A5DAS4	dha|Q6BKG1	pic|A3LWF9	spa|G3AVC0	wan|A0A1E3PCK3	cut|A0A1E4RTV6	hva|A0A1B7T9D6	kla|Q6CW89	lth|C5DNK6	zro|C5DNX7	sce|P05317	vpo|A7TS21
FOG00069	HOG00047		rgm|A0A0P9F7Z0	sai|UPI000866B929	spo|Q9P546;spo|Q9Y7L8	ncr|Q01291	tre|G0RJG7	ang|A2QE32	lst|A0A1E3QD59	yli|Q6CGM0	arx|A0A060T537	nfu|A0A1E3PIC8	aru|A0A1D2V8T7	pta|A0A1E4TVD6	ppa|C4QYK0	kcp|W6MK09	car|A0A1E4T3V0	opm|W1QJE7	dbx|Dekbr2_24503	pme|A0A1E3NM38	pku|A0A099P193	bin|A0A1E3QQC7	mbi|A0A1A0H7J8	mgu|A5DGG9	dha|Q6BW39	pic|A3LRZ0	spa|G3AQ81	wan|A0A1E3P124	cut|A0A1E4SA23	hva|A0A1B7TJR1	kla|Q6CN12	lth|C5DDM1	zro|C5DX17	sce|P32905;sce|P46654	vpo|A7TEU3
FOG00070	HOG00047	ohnolog?:FOG00069																																	vpo|A7TIJ7
FOG00071	HOG00048		rgm|A0A194SB13	sai|UPI0008678C23	spo|O74892	ncr|Q7S503	tre|G0RK22	ang|A2QYI4	lst|A0A1E3QER6	yli|Q6C5W9	arx|A0A060T2L7	nfu|A0A1E3PCR4	aru|A0A1D2VLE8	pta|A0A1E4TRT6	ppa|C4QYX3	kcp|W6MKC8	car|A0A1E4SX63	opm|W1QK92	dbx|Dekbr2_24800	pme|A0A1E3NGM1	pku|A0A099NWF2	bin|A0A1E3QNN8	mbi|A0A1A0HKB3	mgu|A5DFH0	dha|Q6BYH8	pic|A3GFH5	spa|G3ADW5	wan|A0A1E3NVR5	cut|A0A1E4S9A8		kla|Q6CKL3	lth|C5E2M8	zro|C5E403	sce|P25443	vpo|A7TJL6
FOG00072	HOG00049		rgm|A0A194S1M4	sai|UPI00086701C1	spo|O94438;spo|Q09781	ncr|Q871N9	tre|G0RR72	ang|A2R9S1	lst|A0A1E3Q896	yli|Q6C2R9	arx|A0A060TDQ9	nfu|A0A1E3PI06;nfu|A0A1E3PNY2;nfu|A0A1E3PQX5	aru|A0A1D2VP25	pta|A0A1E4TQY9;pta|A0A1E4TRQ2	ppa|C4R853	kcp|W6MF99	car|A0A1E4SUX1	opm|W1QCP2	dbx|Dekbr2_41798	pme|A0A1E3NTP4	pku|A0A099P3A1	bin|A0A1E3QMH3;bin|A0A1E3QYT3	mbi|A0A1A0HDZ7	mgu|A5DN58	dha|Q6BLZ2;dha|Q6BSE4	pic|A3LX67	spa|G3AEJ9	wan|A0A1E3PA25	cut|A0A1E4RXX4;cut|A0A1E4S0Q3	hva|A0A1B7TBX7	kla|Q6CWD0	lth|C5DFM0	zro|C5DS65	sce|P23248;sce|P33442	vpo|A7TNP9
FOG00073	HOG00049	paralog:FOG00072																								pic|A3LUW5	spa|G3ATU4								
FOG00074	HOG00050		rgm|A0A194SB44	sai|UPI0008671020	spo|O60128	ncr|Q7RV52	tre|G0R9F2	ang|A2RAI9	lst|A0A1E3Q6C4	yli|Q6C4U1	arx|A0A060SZS8	nfu|A0A1E3PDP6	aru|A0A1D2VBC0	pta|A0A1E4U2L7	ppa|C4QVA2	kcp|W6MXG2	car|A0A1E4T5M5	opm|W1Q8H9	dbx|Dekbr2_23964	pme|A0A1E3NM17	pku|A0A099P5R5	bin|A0A1E3QRH0	mbi|A0A1A0H1Y5	mgu|A5DF26	dha|Q6BGY4	pic|A3LP59	spa|G3AHK1	wan|A0A1E3P9X2	cut|A0A1E4RYI1	hva|A0A1B7TBI9	kla|Q6CRK7	lth|C5DCZ1	zro|C5DTM0	sce|P05750	vpo|A7TP90
FOG00075	HOG00051		rgm|A0A194S0V2	sai|UPI000866DF53	spo|P87158;spo|Q9P4W9;spo|Q9USW5	ncr|Q7SE03	tre|G0RAG8	ang|A2QXM5	lst|A0A1E3Q4I3	yli|O59950	arx|A0A060T8X7	nfu|A0A1E3PM13;nfu|A0A1E3PTE1	aru|A0A1D2VLT1	pta|A0A1E4TSW8	ppa|C4R7A1	kcp|W6MVH0	car|A0A1E4T697	opm|W1Q8L7	dbx|Dekbr2_66419	pme|A0A1E3NMV6	pku|A0A099P399	bin|A0A1E3QPD3;bin|A0A1E3QUV7	mbi|A0A1A0H7Z2;mbi|A0A1A0HF08	mgu|A5DHT6;mgu|A5DNI1	dha|Q6BIV2;dha|Q6BMR2	pic|A3GFG0;pic|A3LZ47	spa|G3AGZ8;spa|G3ALU0	wan|A0A1E3NZX1	cut|A0A1E4S078;cut|A0A1E4S0U0	hva|hva_AYbRAH_00040	kla|Q6CWJ2	lth|C5DFR3	zro|C5E1Q8	sce|P0CX35;sce|P0CX36	vpo|A7TLV8
FOG00076	HOG00052		rgm|A0A0P9EMQ3	sai|UPI0008680DF7	spo|P05752;spo|Q9C0Z7	ncr|V5INQ2;ncr|V5IQ82	tre|G0RDA0	ang|A2QJ54	lst|A0A1E3QGC7	yli|Q6C169	arx|A0A060T8T5	nfu|A0A1E3PFC0;nfu|A0A1E3PRA6	aru|A0A1D2VNF6	pta|A0A1E4TT52	ppa|C4R6U6;ppa|C4R9B9	kcp|W6MJS0	car|A0A1E4SY21	opm|W1QG84	dbx|Dekbr2_83935	pme|A0A1E3NM13	pku|A0A099P367	bin|A0A1E3QQF9	mbi|A0A1A0HHY6	mgu|A5DH21	dha|Q6BXH8	pic|A3GGD3	spa|G3AT39	wan|A0A1E3P1L3;wan|A0A1E3P4Y8	cut|A0A1E4RTX1	hva|A0A1B7TEQ8	kla|Q6CM04	lth|C5DIK2	zro|C5DYP0	sce|P0CX37;sce|P0CX38	vpo|A7TGK9
